A B A B A B B A
6.857134 -3.849640 20.777048 -5.092634 -11.885481 3.216124 -4.900580 7.719540
4.879998 -4.372784 18.944536 -4.966593 -11.064916 2.590170 -4.811968 6.453317
5.896135 -4.719945 17.279937 -4.876124 -10.041130 2.129189 -5.136632 6.770074
5.483730 -4.751996 17.366996 -4.797653 -8.000907 1.593570 -5.086783 7.184512
1.990488 -5.092478 17.181471 -4.482167 -10.040369 1.191725 -5.441976 6.200225
0.255439 -4.652705 15.945528 -3.636667 -8.320857 0.484790 -5.103849 5.623039
2.756517 -5.211542 15.938458 -3.237531 -9.384878 -0.577642 -4.774525 5.201921
0.815779 -4.556048 18.645213 -3.141179 -6.101354 -1.164461 -4.697394 5.600228
1.854588 -4.471935 13.611769 -2.469286 -8.100425 -1.642408 -4.184340 3.007313
1.014859 -4.035661 15.523365 -1.928600 -6.027188 -2.368411 -3.939381 2.626268
-0.616478 -4.034112 15.553919 -0.976944 -4.833663 -2.839430 -3.902737 1.377781
-0.500168 -3.304088 16.033301 -0.651843 -5.951670 -3.551157 -3.326638 1.861583
-1.022828 -2.590930 15.859453 0.143741 -7.180973 -3.737265 -2.588178 2.086589
-2.750544 -2.140591 12.745023 0.359343 -3.248775 -4.561910 -2.124295 1.323987
-2.439535 -1.519690 14.101986 1.292980 -1.876762 -4.716784 -1.782485 -1.697763
-3.553765 -1.223713 13.070994 1.773811 -1.684235 -4.894949 -1.159189 0.116190
-4.968914 -0.700722 11.929869 2.739476 -0.509289 -5.010479 -0.066323 -1.032488
-3.904232 -0.002098 12.301670 2.949413 -1.850559 -5.188829 0.841558 -1.540389
-5.980401 0.574504 10.790468 2.774295 -0.694415 -5.003430 1.290553 -2.696109
-5.645418 1.788137 10.854365 3.904116 0.136356 -4.578840 1.218936 -2.150033
-5.768723 2.143331 8.486705 3.955772 -0.659908 -3.920287 2.459673 -3.420914
-6.950563 2.365367 9.857915 4.434341 1.995273 -4.088227 3.551124 -4.091924
-7.554512 3.184209 9.688792 5.297469 2.546949 -3.900465 3.676122 -4.752913
-8.892570 3.530216 9.686870 5.137989 2.606932 -3.241255 3.961716 -4.787306
-8.246623 3.877045 9.463796 5.358592 2.115176 -2.973722 4.328450 -7.265040
-8.857129 4.481383 7.864854 4.978551 5.196079 -1.536804 4.748241 -5.113838
-9.215781 4.824181 7.561246 4.682835 4.296360 -1.235160 5.230301 -4.881414
-9.173512 5.057419 6.715436 5.081228 4.701555 -0.614728 4.928735 -6.857991
-11.204708 5.003316 6.476832 4.747889 7.051396 -0.085219 5.518971 -7.554564
-10.594327 5.224168 5.924531 4.939585 5.770483 0.486961 5.259508 -8.602580
-11.199647 4.878782 5.691213 4.723713 7.657413 1.678960 4.972089 -8.388429
-13.067880 4.716711 5.455070 3.693239 7.183560 2.386880 4.862776 -10.297674
-12.500583 4.402780 3.941288 3.767729 7.070809 2.485563 4.916553 -9.431254
-14.398567 4.256526 4.573709 3.138486 10.381793 3.220545 4.419960 -11.438182
-13.116147 3.641951 3.439095 2.867432 8.746142 3.555869 3.532235 -11.563068
-14.088941 3.255915 1.771727 1.879228 9.644729 3.629274 3.201863 -12.412991
-15.231660 2.787753 2.105056 1.182997 8.880707 4.357119 2.744249 -12.497751
-16.409696 2.338006 2.245121 1.004469 10.469179 4.559788 2.797423 -14.608634
-12.646707 1.495652 1.612253 0.311457 11.126540 5.155666 1.762133 -14.183045
-17.382675 0.951373 -0.584064 -0.337069 11.291770 4.569036 0.682024 -14.297228
-15.642736 0.276301 -0.806246 -0.923934 12.224560 4.674160 0.709600 -15.052946
-16.394166 0.031440 -1.482809 -1.726929 12.057277 4.558877 -0.378662 -13.916836
-15.921857 -0.753848 -1.318808 -2.370353 12.652852 4.494686 -0.840089 -15.263295
-18.518275 -1.530089 -4.407873 -2.873532 13.835609 4.192263 -1.494042 -15.816990
-18.163177 -2.151922 -3.920243 -3.050171 15.047217 4.204941 -2.407149 -15.320937
-18.480795 -2.679431 -5.512924 -3.709153 15.442309 3.630587 -2.681195 -15.766421
-19.131348 -3.139599 -3.970283 -3.910178 14.555871 3.434844 -3.378978 -17.598587
-17.683431 -4.084827 -5.446657 -4.016623 14.749723 2.715761 -3.679012 -17.739606
-17.482959 -4.170209 -5.934445 -4.809462 16.739030 2.142647 -4.185399 -17.986929
-19.010714 -4.752012 -8.053435 -4.909508 19.080000 1.024336 -4.562508 -16.935977
-18.612214 -5.531121 -7.988044 -5.337103 17.554504 0.635830 -4.736135 -17.285229
-21.315179 -4.743288 -8.829758 -5.596945 16.561287 -0.101583 -4.804681 -18.055341
-18.273016 -5.093693 -8.691557 -4.955427 18.217954 -0.623153 -5.529899 -19.138947
-19.931016 -4.796134 -9.806159 -5.777165 18.297487 -1.420898 -4.853773 -19.005400
-19.188206 -4.532378 -9.628467 -5.373314 17.845915 -2.520881 -4.709872 -18.898006
-20.165744 -4.751468 -10.665352 -4.586225 17.417484 -2.809554 -4.794406 -19.039632
-17.365419 -4.323162 -10.751492 -4.519428 17.516036 -3.217532 -4.714122 -18.126904
-20.055038 -4.025794 -10.826332 -4.224514 18.552340 -3.595294 -4.818529 -20.807430
-20.506738 -3.502895 -10.802353 -3.634535 19.663400 -3.295896 -3.688473 -19.869290
-19.575458 -3.245323 -13.351547 -3.156280 19.625422 -4.469708 -3.785883 -19.451674
-19.435515 -2.635854 -12.275769 -2.841727 17.934485 -4.911063 -2.882548 -19.662604
-20.947599 -2.511959 -13.948628 -2.452563 20.376897 -5.296505 -2.588143 -21.362761
-20.720026 -1.432392 -13.477808 -1.852124 19.594478 -5.319450 -1.730101 -21.258711
-19.390239 -0.928534 -12.510096 -0.901549 18.493520 -5.045585 -1.648683 -21.834693
-19.770224 -0.074437 -14.622101 -0.475334 20.531788 -4.850453 -0.821184 -20.516486
-20.095781 -0.032467 -14.333479 0.141667 19.483297 -4.383803 -0.179504 -18.803461
-19.744453 1.258572 -14.152214 0.745927 20.668722 -4.264155 0.397263 -20.035456
-17.697459 1.554157 -14.192232 1.633311 20.448758 -3.880990 1.271871 -19.367515
-19.972697 2.371218 -17.428857 1.806328 20.669727 -2.998147 2.078758 -19.736483
-18.569763 2.715678 -18.095065 2.581890 19.898738 -2.388788 2.520496 -20.660896
-18.077245 3.785850 -18.363169 3.143009 19.859340 -1.534550 3.191409 -19.597746
-18.252048 4.049616 -17.790681 3.651532 19.634060 -1.705526 3.196291 -20.337974
-19.009079 3.937804 -17.376847 4.068912 18.523475 -0.745937 4.270325 -17.897693
-19.296259 4.319460 -18.280677 4.399320 19.321406 -0.334875 4.471335 -21.194505
-19.089410 4.844541 -19.491614 4.904836 17.625758 0.710549 4.408418 -18.630133
-17.392815 4.905024 -19.303635 5.443758 18.596372 1.304929 4.908629 -18.774809
-17.449805 5.059444 -17.874301 5.072168 18.285231 1.486614 4.782955 -19.548968
-16.585402 4.945531 -19.069112 4.819727 19.806761 2.142275 5.279562 -18.353754
-18.619793 4.648409 -18.637488 5.222230 17.390359 2.954125 5.313089 -19.265572
-15.358439 4.532029 -18.287898 4.763198 17.064538 3.624146 5.077268 -16.984029
-15.176299 4.427200 -17.813845 4.694030 17.421134 4.086371 4.802485 -17.093632
-15.515842 4.165284 -20.456476 4.671713 18.861811 4.516545 4.476749 -18.954935
-13.265374 3.765739 -19.058206 4.800342 19.941297 4.823983 3.897170 -16.739948
-14.234254 3.309454 -21.235190 4.331872 16.689040 5.006914 4.006512 -16.300517
-14.483036 2.800903 -20.337787 3.936424 15.710180 5.081183 3.614351 -15.153238
-15.286986 2.543692 -22.332004 3.172406 16.503096 4.906928 2.976233 -14.966160
-14.026203 1.531175 -20.701160 2.557408 17.317183 4.760429 2.220683 -15.192900
-13.785270 0.817352 -21.419183 2.666580 15.439943 4.712059 2.251272 -14.964072
-12.488313 0.107701 -21.114846 1.918477 14.370104 4.468181 1.288816 -14.712876
-12.549735 -0.509648 -20.750879 1.366079 16.695441 3.919581 0.364039 -16.890229
-11.935323 -1.124986 -20.245036 0.749689 14.456031 3.949378 -0.398443 -12.723049
-9.788589 -1.758565 -20.684383 -0.129363 12.540288 3.441550 -1.521525 -15.431895
-13.116145 -3.023746 -21.582056 -0.747868 12.641539 2.523606 -1.022067 -13.444472
-10.811907 -3.033839 -22.656682 -0.822044 13.983508 2.204748 -2.267080 -12.762863
-11.124709 -3.458639 -19.864335 -1.283275 11.982224 1.651366 -2.477823 -12.171570
-9.908701 -3.859972 -20.212260 -2.500195 10.519601 0.839683 -3.595152 -12.145178
-7.991985 -4.291862 -21.714881 -2.667296 11.694506 0.214085 -4.355351 -11.894945
-7.285069 -4.542890 -20.319428 -3.233756 8.430774 -0.550663 -3.997221 -10.819693
-5.151704 -4.768057 -18.789309 -3.918026 8.793495 -1.196431 -4.797805 -8.679335
-7.656798 -4.629668 -17.996326 -3.837102 10.470767 -2.167788 -4.842851 -10.505457
-6.320947 -5.020186 -20.725305 -4.467713 9.157359 -2.871441 -5.008340 -7.881012
-4.318677 -5.651339 -18.419393 -5.594449 7.732675 -3.163481 -5.087501 -8.899609
-5.965086 -4.799891 -18.837415 -5.233890 8.191233 -4.115606 -5.053615 -7.880946
-3.451262 -4.010682 -18.310134 -5.027470 8.401500 -3.852236 -5.018043 -7.921093
-3.434583 -3.945544 -18.592651 -4.768440 6.346627 -4.636984 -5.067563 -7.871445
-2.876255 -4.051463 -18.409026 -4.536200 7.460495 -4.177353 -4.880750 -6.369469
-2.152152 -3.698727 -17.707789 -5.040102 7.648277 -4.468108 -4.253839 -5.245920
-3.134690 -3.033550 -17.963449 -4.950026 5.134191 -5.038451 -3.897497 -3.267881
0.299254 -2.138968 -15.254126 -4.326713 4.841207 -4.707225 -3.685714 -4.536827
-0.921515 -1.816141 -17.224577 -4.151181 2.803664 -4.660778 -3.294194 -3.279089
0.064289 -1.159710 -15.665488 -3.593360 3.662481 -4.641724 -2.553666 -2.507946
1.766738 -0.686058 -16.148651 -3.472508 2.038315 -4.860456 -2.123318 -1.020306
1.412448 0.021152 -17.027723 -3.246266 2.063303 -3.754786 -1.304773 -1.205784
2.367407 0.218737 -17.291908 -2.512947 1.846689 -3.375704 -0.209139 0.256146
0.529123 1.180029 -15.528128 -1.653170 1.364426 -3.082995 0.212134 -0.877415
3.131230 1.574002 -14.824266 -2.050673 -0.545429 -2.452131 0.690885 -0.944057
3.396178 2.563062 -13.652152 -0.891261 -0.129312 -1.961627 1.216728 0.121589
4.169746 3.017005 -13.058321 0.024575 -1.071809 -1.526096 2.206080 0.339646
5.093991 3.643255 -10.825703 0.274976 -1.348311 -0.488986 2.779687 2.517475
6.157951 4.121746 -12.746249 0.997591 -3.471009 0.503376 3.199096 1.899619
5.268469 4.225878 -11.724400 1.376530 -2.238025 0.938093 3.746089 3.508608
7.479180 4.981089 -11.921370 2.258504 -3.294855 1.808775 4.177812 5.252641
8.778918 4.713613 -11.915067 2.949132 -3.939571 2.461138 4.545694 3.082923
7.627670 5.133303 -12.068997 3.153302 -5.728186 2.834041 4.541785 5.301475
7.950323 4.686546 -9.490271 4.005359 -7.469620 2.744305 5.078874 5.664705
10.199291 4.773097 -9.570703 4.212088 -6.439890 3.948324 5.509942 5.631654
8.281673 4.845487 -9.321521 4.466024 -7.340247 3.933572 5.559568 5.693873
10.154140 4.477043 -8.836274 4.339221 -7.289264 4.064749 5.078911 7.771621
9.839876 4.248306 -6.422118 5.164158 -9.125011 5.015083 5.097460 8.182057
12.071566 3.714978 -6.899443 5.330913 -8.655641 4.472708 4.741864 9.334548
11.485349 3.081727 -7.228527 5.291135 -8.774639 5.287209 4.740072 6.876002
13.185946 3.476418 -5.637601 5.678654 -9.318363 5.003190 3.799161 10.421307
12.827723 2.569718 -7.130208 5.176505 -10.559589 4.763706 3.387717 11.265979
12.938786 2.275735 -3.497447 4.575260 -9.914112 4.618956 3.120363 12.332409
14.897435 1.327056 -4.642032 4.741636 -13.839221 4.340832 3.035654 11.364565
13.199612 0.661064 -4.984376 4.437727 -13.460305 4.026335 1.893944 11.989467
16.869827 -0.320790 -2.968418 4.321250 -12.272020 3.234795 1.461974 10.784781
15.824626 -0.715573 0.005608 3.932719 -12.921892 3.004294 0.805356 13.671745
17.051555 -1.651304 1.021153 3.237198 -12.873987 2.414144 -0.012325 13.204608
17.369154 -2.279854 -0.105490 3.033590 -14.130174 1.840096 -0.088989 12.256679
15.615996 -2.454394 0.433235 2.252969 -12.764169 1.272901 -1.619639 14.996787
15.672721 -3.172672 -0.055851 2.033806 -14.750491 0.530343 -2.067950 15.217413
16.090361 -3.757255 2.094228 1.298139 -15.808444 -0.365009 -2.014342 14.886565
15.961262 -4.364381 2.180059 0.524525 -16.784078 -0.760881 -3.097398 15.291728
15.513533 -4.501789 2.134641 0.005264 -14.891585 -1.368965 -3.352255 15.586712
19.142434 -4.732578 3.505973 -0.560668 -16.445274 -2.257572 -3.775683 16.912991
19.851247 -4.693037 2.072399 -1.582483 -16.063680 -2.832902 -4.049705 14.930362
18.161844 -4.657906 2.822558 -1.847773 -17.233802 -3.676511 -4.715811 15.592050
18.269769 -5.304523 5.074573 -2.352072 -16.780002 -3.820871 -5.054513 17.228211
20.372880 -4.676955 4.128284 -3.073878 -17.479363 -4.112204 -5.201825 18.463763
19.477416 -4.336802 4.819171 -3.698996 -16.830355 -4.664587 -5.466921 19.491055
18.693009 -4.719152 7.545595 -4.276780 -18.200498 -4.389223 -5.316755 19.271422
19.577669 -4.227779 6.901086 -4.063586 -19.942696 -5.080049 -4.698927 19.375589
18.089245 -3.635928 8.378285 -4.750790 -16.600902 -4.774697 -5.256174 20.240802
20.189811 -3.627900 9.509692 -4.838451 -18.549119 -4.877450 -4.780285 18.666445
20.669017 -2.556220 8.233370 -5.039734 -17.067532 -4.887125 -3.811103 18.141234
20.380982 -2.054334 10.314577 -4.828494 -18.304747 -4.761753 -3.838044 16.849245
19.749344 -1.819808 10.347793 -5.103477 -19.433166 -3.991458 -3.574222 19.974808
19.328147 -1.052957 12.565159 -5.300632 -20.987225 -3.622790 -2.784810 18.241623
20.872257 -0.646898 8.525784 -4.736506 -20.067629 -3.079062 -2.300531 19.952463
21.753152 0.435601 11.375419 -5.036246 -19.039934 -3.170121 -1.344669 20.481935
19.430589 0.085999 12.218562 -4.912456 -21.586674 -2.430144 -1.575880 20.132663
20.088128 1.386429 13.932379 -4.252575 -20.758581 -2.103562 -0.633036 18.697115
20.960602 2.216484 14.123939 -4.178434 -19.770930 -0.964638 0.527010 19.070734
20.728260 2.796933 11.428853 -3.589772 -19.845063 -0.784344 0.975409 19.002067
18.814447 3.075800 14.135482 -2.815804 -19.208383 0.049272 1.186372 18.724696
19.085256 3.833415 12.208149 -2.248140 -19.095822 1.218184 2.125827 19.285211
21.382324 3.815209 14.833526 -2.320328 -19.116137 1.447270 2.395272 19.759358
20.018095 4.528742 16.195390 -1.795770 -18.682289 2.204847 3.374345 20.774206
21.809800 4.864345 17.067982 -0.795483 -19.302197 2.713023 3.776337 20.858286
19.484724 5.270814 16.523459 -0.081494 -19.340834 3.491182 3.984123 21.868499
19.513599 5.201408 15.446230 0.616030 -19.120393 4.290376 4.478785 20.018199
17.637629 4.602315 17.223922 1.457679 -19.435268 4.417832 4.681785 19.785092
18.246112 4.715737 19.038241 1.969395 -19.422973 4.358758 5.084537 19.222067
19.272776 4.967315 17.549427 2.384920 -17.204976 4.402456 5.310306 18.932423
18.319334 4.538693 16.565722 2.942418 -19.294862 5.359725 5.316935 19.424674
17.188079 3.936195 16.007343 3.216577 -17.775435 4.900044 5.118933 20.641862
18.161625 3.620064 19.679412 4.060141 -17.157492 4.732443 5.087108 19.451117
15.843127 2.936878 18.600953 4.397684 -18.627734 4.385330 5.181035 18.168413
15.635070 2.835720 20.017941 4.508522 -16.176052 4.351395 4.799643 17.950126
18.187568 2.101305 19.749783 4.728295 -16.669324 4.133820 4.085496 17.867194
17.572510 1.433047 18.895533 5.151081 -17.125464 3.676514 3.713204 17.431149
14.848841 0.941732 19.424738 4.648389 -15.324401 3.498986 3.042014 18.668964
14.357426 0.530746 21.312245 5.294000 -15.459387 2.262798 2.495385 19.604617
15.356444 -0.473079 20.498121 5.151603 -14.445764 2.262031 2.299708 16.476508
13.525585 -0.879089 18.741846 5.072714 -15.695851 1.284018 1.470967 17.849383
14.165746 -1.914558 21.695194 4.756687 -14.132637 0.589778 0.763412 15.860096
14.171466 -1.933612 21.151946 4.312023 -15.472856 0.339740 -0.200824 15.445040
12.245217 -3.121938 21.135119 4.256865 -13.748769 -0.510173 -0.800334 14.526608
13.042862 -2.924264 18.526368 4.049475 -12.658086 -0.916100 -1.233339 12.941653
11.075893 -3.684659 20.571856 3.896092 -14.851008 -1.756117 -2.117166 14.917037
11.870614 -3.824711 20.547710 3.110770 -11.701291 -2.793749 -2.327582 13.555781
9.746426 -4.581446 21.082914 2.714119 -10.966357 -3.347624 -3.123985 15.069152
10.991243 -4.718131 20.751926 2.318832 -11.469121 -3.291803 -3.520371 14.383676
10.476145 -4.850787 20.310361 0.948196 -12.194016 -3.953454 -4.480329 12.486633
9.494036 -4.816338 18.747086 1.043842 -8.717394 -3.952187 -4.282104 11.354557
6.979572 -4.962413 20.873226 0.273255 -9.878669 -4.647293 -5.450094 13.954562
5.926063 -4.597737 20.002736 0.215825 -10.780969 -4.694390 -4.273208 10.891252
6.839936 -4.683724 20.404261 -0.964010 -7.599221 -5.205519 -5.511423 11.382260
6.164948 -4.584895 19.805522 -1.792537 -7.571220 -4.715079 -5.239112 12.068345
5.963249 -4.108935 19.786852 -2.383214 -6.849142 -4.833381 -5.200291 10.590874
6.958873 -3.705469 18.878023 -2.411423 -6.696194 -4.857569 -5.018220 10.713002
5.733589 -2.826303 19.467416 -3.363912 -6.066600 -4.321980 -5.161424 9.181689
6.671594 -2.708226 19.257669 -3.551154 -5.671416 -3.985470 -4.358920 9.324270
3.846969 -2.055936 19.231667 -3.980464 -4.604456 -3.629516 -3.894487 7.734602
2.744665 -1.445838 18.540419 -4.582171 -1.923095 -3.081386 -3.778721 5.679389
2.576755 -0.718316 17.029007 -4.969994 -1.600355 -2.693821 -2.889898 6.464065
2.030671 -0.367450 19.321887 -4.793656 -1.462508 -1.701776 -3.152503 3.989961
1.285208 0.381108 16.082398 -5.388095 -2.226397 -0.951515 -2.350670 4.623366
0.906806 1.198196 17.742993 -5.113733 -0.890645 -0.222521 -1.567616 4.711375
1.303346 1.891807 15.945819 -5.240560 -0.637956 0.198520 -1.557545 3.475463
0.731501 2.627007 16.682958 -5.579845 -0.350412 0.673523 -0.469186 3.145805
-0.929801 3.061957 15.999861 -5.227211 -0.257940 1.835147 0.091908 2.916733
-2.693070 3.556914 17.576313 -4.695678 0.713737 2.226541 0.806823 2.490400
-3.259415 4.009360 14.942984 -4.458784 0.942191 2.676850 1.527490 1.508664
-1.749857 4.386350 15.977450 -4.370070 3.815917 3.337333 2.197980 0.934905
-3.284032 4.696556 14.985833 -3.825704 2.671513 3.527386 2.638278 0.498736
-3.391505 4.347581 15.748213 -2.934538 2.179327 3.894584 3.494238 -1.353832
-3.309081 4.812606 14.318446 -2.451486 3.865499 4.461612 3.820060 -1.755856
-4.122221 4.702486 15.080588 -2.240751 5.176719 4.625796 4.226234 -2.536670
-5.038395 4.935673 11.136671 -1.678783 5.569356 4.313268 4.891637 -4.253377
-6.060998 4.739883 12.646254 -0.986735 5.928695 4.983485 5.175839 -2.501029
-7.444248 4.468904 9.942809 -0.507679 7.296607 4.495722 4.679127 -2.767870
-7.116181 4.500909 12.072869 0.117800 8.012726 4.922823 5.109978 -5.214371
-9.577863 4.077653 10.210793 1.118434 7.221074 4.248495 5.048636 -5.675205
-8.272174 3.374867 9.202824 1.544028 7.938544 3.770942 4.789298 -5.966925
-10.517445 2.961092 9.311304 2.092121 9.849983 4.243496 4.731119 -5.573444
-10.616621 2.919737 7.835960 2.300436 9.068479 3.523388 4.293182 -7.386082
-10.667550 1.631164 9.470798 3.120654 12.127248 2.991602 4.190952 -6.744887
-10.007068 1.500383 7.080573 3.730839 11.411641 2.447480 4.125370 -7.482981
-11.602353 0.821207 9.097824 4.044201 12.649098 2.015200 3.556869 -9.685177
-12.070784 0.062990 8.290948 4.795327 10.967659 0.738665 2.955474 -9.109481
-12.739389 -0.418940 5.125740 4.573162 11.760733 0.756505 3.024332 -10.734551
-13.480389 -0.914607 5.092086 5.221658 13.350724 -0.555673 2.365225 -9.897020
-11.859902 -1.774199 5.045633 5.115575 11.809712 -0.694490 1.197637 -9.981473
-14.952270 -2.008160 5.082740 5.416927 13.791815 -1.539199 0.420070 -10.250645
-14.111292 -3.008735 5.006830 4.928261 14.355601 -2.739205 -0.240073 -10.419680
-13.348320 -3.376418 5.258969 4.753557 14.356878 -2.817221 -0.791593 -11.146758
-16.377593 -4.289173 2.855011 5.202550 16.773693 -2.988345 -1.353166 -14.258164
-14.195525 -4.534527 3.706574 4.730895 15.305717 -3.479321 -2.051959 -14.238013
-17.636912 -4.932937 0.837050 4.583193 18.575540 -3.857772 -2.736010 -13.847108
-17.159799 -5.035815 1.421901 4.060343 14.593719 -4.344706 -3.332915 -15.616718
-17.137672 -5.000125 1.750991 3.721337 16.239285 -4.650326 -3.316605 -14.416701
-16.479096 -4.870009 0.796641 3.293096 16.486426 -4.617190 -3.920962 -15.999249
-17.075462 -4.717197 -2.578934 3.132833 15.989073 -5.271237 -4.181560 -16.052054
-18.280392 -4.966101 -1.311130 2.326341 16.005594 -5.201325 -4.773912 -14.320554
-18.672421 -4.580160 -3.140617 1.663837 20.383228 -4.814838 -4.628461 -15.855313
-18.527519 -4.092286 -3.348765 1.235178 19.916852 -4.471620 -4.974448 -17.209774
-19.018465 -3.836663 -4.676125 0.615285 17.986450 -4.265677 -4.991358 -16.020695
-17.800520 -3.576847 -3.574308 -0.099198 20.852369 -3.733060 -5.311343 -15.688161
-16.796345 -3.140022 -5.462589 -0.832548 18.705827 -3.578225 -5.175890 -16.895735
-18.664402 -2.264428 -5.940272 -1.168459 18.252092 -2.957847 -5.266631 -17.314346
-17.202298 -2.385531 -5.411049 -1.566522 19.971662 -2.590474 -4.175105 -19.810714
-18.592884 -0.974692 -4.547717 -2.478339 20.838016 -1.446209 -4.327657 -17.687583
-18.293155 -0.472485 -6.080052 -3.191872 20.199238 -0.689173 -3.607010 -19.408856
-21.231918 -0.109698 -9.498443 -3.121798 18.053948 -0.327136 -3.253357 -18.628781
-20.618394 0.818479 -8.091939 -3.523827 18.238097 0.056371 -2.296289 -17.432396
-17.915565 1.577378 -11.010825 -4.169853 19.645970 1.070728 -2.043909 -20.858956
-20.397588 1.616383 -9.748551 -4.778095 20.438114 2.427475 -1.167715 -18.873281
-20.325585 2.602814 -9.597311 -4.864070 20.210745 2.157939 -1.127237 -18.148315
-21.152148 3.226828 -12.924170 -4.938351 20.860037 3.271559 0.082992 -21.001763
-19.793304 3.600082 -11.583221 -5.173810 19.816896 3.846330 0.284429 -19.155090
-19.031952 3.652861 -12.460846 -4.891529 20.891198 3.890214 0.923500 -20.195037
-21.166960 4.839848 -12.710408 -5.152148 19.884637 4.399601 1.301299 -17.629622
-18.834370 4.637747 -12.398751 -5.306120 19.377169 4.460328 2.092321 -21.295699
-19.118208 4.759058 -13.730866 -5.381218 18.711982 4.737841 3.148750 -20.735652
-21.141539 4.697286 -12.267837 -4.593976 18.188503 5.239451 3.427542 -19.849968
-20.561758 4.549574 -14.699942 -4.686553 21.756705 4.813403 4.275227 -20.205785
-19.871808 5.246920 -13.913901 -3.645315 18.313039 4.831637 4.709951 -20.107910
-18.980140 5.142929 -13.872467 -3.781973 20.061782 4.416174 4.342724 -20.665481
-20.281546 4.669946 -16.042178 -3.060377 18.081322 3.984786 4.824043 -21.846756
-20.088045 4.530869 -17.555985 -2.597415 18.798017 4.026787 5.611182 -21.124675
-18.135828 4.103081 -15.475441 -1.674574 20.398940 3.473400 4.993899 -19.491212
-18.680342 3.214075 -17.546989 -1.594927 18.428872 3.169046 5.207162 -22.172020
-18.730293 3.073274 -16.174347 -0.556362 19.269308 2.806169 5.410250 -18.826072
-17.850878 2.296249 -18.709213 -0.335808 16.915215 2.091779 5.070230 -20.105316
-17.842215 1.545442 -16.947066 0.427155 16.345794 1.340058 4.653843 -18.530915
-18.204437 1.120606 -17.026669 0.773317 16.572416 0.835280 4.252464 -18.693782
-18.222628 0.213852 -17.623178 1.653446 17.265354 -0.192952 4.440149 -17.629273
-16.734245 -0.337447 -19.340944 2.188491 17.578533 -0.414582 3.979997 -18.954261
-16.298547 -0.915875 -17.939064 2.289074 17.914942 -0.919888 2.685611 -18.554754
-17.477395 -1.611778 -17.237673 3.579491 15.037899 -1.624672 2.074926 -18.448415
-13.667771 -1.985653 -21.142736 3.844332 13.877452 -2.540123 1.914912 -16.954184
-16.445175 -2.294853 -18.193777 3.812979 14.377749 -3.101406 0.885785 -16.905377
-14.394209 -3.437853 -20.048172 4.511852 14.512342 -3.888134 0.593089 -18.682080
-12.698881 -3.839485 -21.006216 4.317783 13.478194 -4.052961 -0.185585 -17.270159
-13.657866 -3.951454 -21.928634 4.786642 12.677282 -4.631630 -1.016150 -15.918971
-14.738366 -4.625845 -21.925846 5.060999 12.454421 -4.775292 -1.654810 -16.812521
-12.917500 -4.718674 -20.270997 5.140986 12.834864 -4.776882 -1.759401 -15.980743
-12.827500 -4.616120 -21.036321 5.051064 12.839770 -4.767561 -2.475690 -14.584343
-10.695040 -5.100693 -17.979675 5.502349 9.119002 -5.230395 -2.835451 -15.023552
-12.709497 -4.696651 -21.534920 4.936295 11.099068 -4.412314 -3.746282 -13.135571
-12.013235 -4.957747 -19.366965 5.126553 9.185522 -4.904063 -4.129819 -13.664233
-9.498641 -4.081677 -19.363045 4.763836 9.628330 -4.156062 -4.903378 -14.593864
-10.715047 -4.222998 -20.718565 4.128729 8.601399 -4.087809 -4.785185 -13.931470
-9.900707 -3.855202 -19.227940 3.887988 9.604160 -3.447028 -4.456692 -13.811641
-8.682710 -3.389898 -20.421916 3.110715 8.077865 -3.001170 -4.631839 -12.194169
-7.160312 -3.223999 -19.862941 2.432380 7.547552 -2.157650 -5.502410 -11.515730
-8.082867 -2.783787 -21.897583 2.117650 6.954021 -1.750648 -5.371615 -11.512193
-7.392648 -2.407499 -19.192102 1.718763 6.447676 -0.610479 -4.882969 -9.628441
-4.771825 -2.051964 -20.092664 1.048582 5.965540 -0.393752 -4.762722 -10.447184
-7.059675 -0.990352 -20.233829 0.155735 4.310320 0.090858 -4.883207 -9.990423
-3.954288 -0.592503 -19.287766 -0.269107 3.743094 1.295590 -3.852667 -10.291399
-4.968086 0.241827 -19.713662 -0.863617 3.586637 1.277242 -4.070066 -8.867321
-4.933645 0.465558 -19.695221 -1.740977 2.521513 2.394612 -3.245895 -8.696967
-2.893478 1.044068 -18.802038 -2.211966 2.285357 2.993953 -2.483997 -8.093327
-1.774118 1.894552 -19.985049 -3.038921 0.755160 3.376078 -2.081469 -6.749485
-2.580286 2.475108 -19.234741 -2.998637 1.563886 3.929611 -1.602944 -5.704178
-1.810122 2.922575 -18.810287 -4.126465 0.368076 3.816859 -0.785816 -5.781421
-1.684516 3.243280 -18.188269 -3.910473 0.716841 4.121906 0.074480 -5.335848
0.103082 4.291053 -16.569890 -4.616233 0.415657 4.524465 0.286571 -6.126209
0.970656 4.589957 -17.631544 -4.782496 -1.416186 5.031937 1.537901 -3.360517
1.594976 4.648564 -17.248932 -4.763949 -2.663005 4.377417 1.537265 -0.935988
-0.236208 4.808200 -16.278125 -5.436526 -3.448333 4.853050 2.453973 -1.854024
1.003506 5.051435 -16.188591 -5.017020 -2.882265 5.002907 3.014651 -2.250757
2.862546 4.798959 -14.769123 -5.337474 -7.206527 4.501304 3.434655 -2.222051
