A B A A B B A B
-19.865597 2.784275 19.776612 -0.920581 3.817411 3.130253 0.685584 4.265730
-18.022357 4.307635 16.460594 0.819522 2.526188 1.641735 1.474230 5.316726
-19.768470 5.519991 15.852454 1.104746 2.296014 3.865381 -1.260218 5.446621
-18.800469 5.959034 16.650028 2.024151 2.409767 4.671202 -3.216241 5.084015
-21.026339 3.510244 15.547364 3.204350 1.512497 3.377290 -3.361488 4.545387
-20.401592 2.728442 16.701793 3.552324 0.591594 4.691547 -2.596433 5.438366
-21.907905 4.195601 16.565097 5.103810 -0.077039 5.007410 -2.984613 3.791002
-21.977718 2.513642 15.842839 4.253408 -1.943457 5.107120 -6.123047 4.075855
-20.313386 2.074054 15.827457 4.659217 -1.774784 4.330683 -5.502218 4.554673
-22.677867 2.009981 13.453714 7.177704 -1.867232 5.276613 -6.589903 2.531619
-21.721904 1.215656 13.495920 5.396817 -3.227939 4.256398 -7.067984 1.888619
-22.498361 1.550946 14.105835 6.699827 -1.469077 3.579033 -6.584383 0.823456
-22.386542 -2.033507 12.804724 6.442454 -5.506519 5.284826 -5.761796 -0.454801
-20.884715 -1.761663 13.284675 8.027134 -2.670822 2.451005 -8.282101 -0.364376
-22.045570 -1.082771 11.236587 9.009292 -4.749627 2.775950 -9.260341 -1.643544
-20.321936 -2.593025 11.059485 11.394712 -5.915069 1.458472 -10.627253 -1.913409
-20.570644 -3.910490 9.360892 10.320133 -3.062671 1.484059 -11.305688 -2.182834
-21.028511 -2.911203 8.365641 10.311098 -5.000789 -1.062759 -9.971983 -2.986513
-22.989038 -4.866378 8.622607 8.622182 -5.686190 -0.116966 -12.686717 -2.344420
-21.853611 -5.000647 7.467797 12.827171 -7.152259 -0.585539 -9.462903 -4.103626
-21.210870 -6.168989 7.267617 13.508345 -6.594692 -1.175368 -12.490204 -4.210964
-20.390287 -5.265562 6.976400 13.074029 -4.739472 -0.585942 -12.604551 -3.590864
-22.270806 -4.831346 6.844382 14.015850 -5.757071 -2.528655 -13.102160 -3.359167
-21.924159 -5.182041 3.544554 15.258537 -4.908022 -2.508044 -15.821994 -2.771229
-22.372213 -6.053468 5.170307 15.205431 -3.167523 -4.325719 -16.222542 -4.114576
-21.435737 -5.935705 6.799374 16.363437 -3.775964 -5.344884 -14.378548 -5.920350
-22.648959 -4.396046 3.770624 16.106312 -2.157019 -4.033014 -15.306896 -6.294078
-19.551181 -4.847754 3.886545 16.722573 -0.936218 -6.065261 -16.842111 -4.013878
-20.921786 -4.624287 4.011425 16.096084 -1.466828 -5.182959 -18.043403 -3.622917
-19.075433 -1.564812 2.664022 16.493933 1.177121 -4.707948 -18.838053 -5.540656
-21.088047 -2.505176 0.701185 19.188124 0.191609 -5.392613 -18.988029 -4.254162
-19.757362 -3.201265 -0.166872 17.610836 0.969383 -4.212979 -18.236379 -2.502827
-18.399791 -3.313464 -0.677943 19.148582 0.476172 -4.833433 -18.803840 -3.722184
-20.550785 -1.740052 0.080178 20.445263 3.068444 -2.737032 -19.303897 -2.421247
-18.428811 -1.150773 -0.226728 19.751496 2.906639 -2.075768 -18.729666 -0.817222
-19.381112 -0.257484 -2.496639 18.090727 2.925103 -3.136774 -19.669057 0.749646
-20.223357 1.241879 -2.635959 21.421857 4.540395 -2.884306 -18.963891 0.517631
-17.860392 1.728066 -4.870459 19.870878 3.648749 -3.068505 -19.722394 0.904366
-16.497847 3.805111 -3.330315 20.675094 5.291256 -0.768707 -18.829255 1.074688
-17.330644 1.831468 -5.524647 20.378982 4.315023 1.052804 -20.571006 2.933368
-16.795686 4.647201 -6.388325 20.180484 3.725568 -0.832641 -20.498217 3.841354
-17.311672 3.290561 -4.738704 21.834769 4.725425 0.947751 -20.014007 4.109757
-15.402358 2.347143 -7.726541 22.552883 4.857866 3.181060 -22.677294 2.745193
-15.524802 3.839494 -7.180653 21.206497 4.746753 0.611067 -21.983461 5.032261
-13.834171 4.233350 -6.789813 21.775926 5.130845 1.098727 -22.251398 3.674123
-16.534094 4.226552 -9.396570 20.938315 5.396673 3.739824 -24.356343 4.379961
-14.126595 6.942292 -7.700875 21.845063 5.169039 3.647933 -23.008718 5.028840
-14.000143 3.061154 -9.219975 21.720249 5.135695 2.833561 -21.367699 5.189108
-12.103173 4.628121 -8.975000 22.593419 4.366068 3.462184 -22.851340 4.626093
-9.230297 5.811903 -10.100249 21.632803 2.149521 3.873359 -22.733622 5.242430
-12.046379 4.164702 -11.364501 21.442260 4.990903 4.791756 -22.068029 4.899435
-10.003039 6.105021 -12.128723 23.266170 2.286453 6.121586 -21.066731 4.142289
-10.470803 3.648880 -12.039029 20.871732 0.785790 6.372543 -23.857563 6.058733
-8.801973 4.241624 -13.294413 22.146199 1.373800 6.568643 -20.767228 5.839163
-8.570732 1.832123 -12.802208 23.116631 -1.160448 5.364285 -22.837098 2.575572
-7.556164 2.297273 -14.780451 20.904640 -0.307919 2.130831 -23.500814 2.526181
-7.247679 -0.036804 -14.825203 20.783223 -1.451563 4.249718 -23.575086 2.180360
-6.355133 1.051092 -14.020790 20.247556 -1.748040 2.741948 -20.898021 1.794955
-7.853283 2.165605 -15.808464 20.545233 -2.517431 0.545070 -23.235318 1.048383
-5.528386 0.003187 -16.996886 20.641816 -3.094588 1.698886 -22.307573 2.202134
-4.839517 -0.865696 -17.964015 20.573717 -5.290921 0.392472 -20.092125 -1.256039
-3.251016 -2.200875 -17.748125 20.331877 -3.848053 0.739383 -21.122841 -0.785048
-3.086149 -2.160537 -17.772303 18.284088 -3.896316 1.474264 -21.998114 -1.312812
-3.734289 -2.465219 -18.915902 19.934170 -4.167944 -0.583751 -20.242560 -1.698693
-4.126239 -2.980747 -19.127439 17.836130 -4.242627 -0.999686 -20.031713 -2.921219
-0.468556 -3.391793 -19.651891 19.310872 -4.282218 -2.389173 -20.109329 -4.142073
-0.821934 -5.742786 -18.778217 18.434142 -4.142165 -4.433394 -20.355035 -4.025810
-0.032463 -4.966366 -19.089231 19.090006 -5.530684 -2.048802 -20.771678 -4.768225
0.064043 -4.355417 -20.106881 16.723013 -4.159296 -3.876774 -18.049347 -2.994554
2.408531 -5.426379 -21.660475 16.684474 -5.475752 -4.886376 -19.623292 -5.317346
3.594248 -3.950774 -20.735849 16.243070 -5.597163 -5.474622 -19.642648 -3.737779
2.369032 -4.382356 -20.765391 14.634159 -3.713711 -3.350122 -17.585093 -5.850494
3.899858 -5.974878 -21.667862 16.048302 -3.751862 -5.204769 -17.793089 -5.221790
3.280810 -6.706285 -20.327681 15.265983 -2.643832 -5.635725 -18.229607 -6.734291
6.067593 -6.073467 -22.693080 13.501125 -1.984443 -2.085688 -16.471836 -4.779408
6.756539 -4.097302 -22.033555 16.038381 -2.187679 -6.032798 -15.483332 -3.989266
6.100191 -5.311375 -21.416070 14.431664 -1.692090 -5.622992 -16.936846 -3.192728
7.406887 -3.000837 -23.000245 13.743829 -1.854884 -5.738049 -16.172330 -4.983790
6.459720 -2.623399 -22.686489 13.336279 -1.326980 -4.919615 -16.162995 -1.447199
9.178103 -3.409522 -20.463858 13.506036 0.216819 -4.219825 -13.264783 -2.851274
7.543398 -2.757812 -22.423153 11.108365 -1.226607 -4.152389 -13.343082 -1.805159
11.165339 -1.529291 -21.812871 9.954996 3.195818 -3.780247 -12.568110 -2.675115
10.029482 -0.234359 -21.761157 10.406324 3.129391 -2.116061 -13.105706 0.422778
11.014047 -0.225502 -23.363700 10.414096 4.559741 -0.779434 -11.026845 -0.212945
10.246305 -0.060013 -22.646506 8.965933 2.271385 -1.372845 -13.991435 -0.464709
11.569701 3.585258 -21.579007 8.075296 3.221850 1.263283 -12.454900 2.305248
11.188641 2.368510 -24.191044 5.047211 4.556546 0.286757 -12.264679 2.963999
12.800878 4.727381 -20.924374 9.045343 3.747404 1.364697 -8.859467 2.344140
11.813742 3.065012 -22.078452 4.268871 4.746713 1.680826 -9.427755 3.041764
15.423799 5.526069 -22.360524 5.309662 4.083069 3.628767 -7.661173 4.217584
15.257712 3.942226 -22.236831 2.353368 4.792190 2.371868 -8.707784 6.983791
15.830274 2.802589 -22.674301 4.655121 4.076597 4.610567 -7.642932 5.162814
15.973341 6.567940 -22.309021 2.904778 5.472294 4.168798 -5.156358 4.479093
16.009432 5.430980 -22.306482 1.679218 5.545579 5.137582 -4.585581 5.788387
16.406793 7.804091 -19.593575 1.986703 5.007450 6.038883 -5.326220 6.447327
17.117174 4.667463 -20.217678 -0.266535 4.302498 5.074907 -5.210110 3.739074
16.820283 3.463220 -19.222824 2.453286 3.053783 6.105847 -4.724121 6.928020
17.561765 3.624844 -20.421012 -1.346378 3.969839 5.364796 -3.414914 4.485776
19.307551 3.348966 -19.950466 -2.370752 3.798607 4.361282 -2.744197 4.418623
18.980340 3.715608 -20.638577 -1.257678 3.637823 4.485223 -1.503169 3.402482
16.253230 4.487219 -19.497686 -2.539834 2.000440 4.223344 -1.121052 4.093787
20.267132 3.453516 -18.598664 -3.385666 1.857938 4.619601 -2.777784 3.666103
20.675649 3.897089 -20.526928 -6.098894 -0.549891 3.753224 -0.845990 2.267298
20.646605 2.242298 -19.305799 -4.677179 0.213603 3.324011 1.194018 3.802662
19.910348 1.127198 -18.989401 -6.021264 -0.915024 3.281672 2.237172 1.861309
21.370879 1.663646 -16.603126 -6.615955 -0.494234 1.956731 -0.199364 2.198109
20.481244 1.396083 -18.015285 -6.399574 -2.216917 1.105847 3.408447 1.388643
21.224046 0.058921 -17.296862 -8.283184 -2.874272 -0.691310 2.335325 -0.541080
20.431586 -4.361688 -18.642113 -8.546565 -2.374816 -0.728644 4.111321 -1.651457
20.706056 -2.268134 -15.602239 -8.149024 -6.140251 -1.065564 4.338978 -3.934275
20.478267 -2.972436 -16.389831 -8.797428 -4.395540 -1.959822 5.767453 -1.210520
19.957498 -3.461151 -16.063247 -9.005062 -4.649738 -2.246898 7.129266 -3.526993
23.699218 -3.419438 -16.573292 -10.612886 -5.420832 -2.529410 7.178906 -2.694360
22.600335 -4.465304 -14.084430 -10.488283 -6.525121 -5.825570 6.202384 -4.800953
21.809885 -3.923874 -13.738493 -10.678248 -6.656183 -5.171686 9.517501 -3.939711
21.236239 -5.426907 -12.989228 -13.926136 -6.910259 -3.019550 8.449659 -4.084356
20.550331 -4.197553 -11.618665 -15.388303 -4.867139 -4.499430 10.185331 -4.182763
23.046137 -5.247325 -10.928692 -13.026039 -7.613362 -5.946496 10.616832 -5.966302
22.614045 -6.101298 -10.729658 -12.188296 -5.680475 -4.115248 10.309223 -6.155394
22.831364 -6.870769 -11.052506 -14.803012 -4.982533 -4.846395 12.943711 -5.613536
21.508748 -3.098393 -9.611347 -15.939088 -3.137230 -5.436926 12.104044 -4.114837
22.241602 -4.251174 -9.518498 -14.672222 -5.979833 -5.232621 12.875824 -4.298838
23.197344 -4.552284 -8.930821 -14.372876 -3.103175 -2.908274 13.871947 -3.183678
20.970856 -2.843049 -7.843629 -16.819622 -1.772384 -3.535728 11.977888 -4.852138
21.815010 -3.468886 -9.124617 -16.696375 -2.281434 -4.035746 14.236074 -2.116232
21.058216 -3.647075 -6.918355 -15.871682 -3.898612 -3.406467 12.290200 -3.373856
21.321067 -3.776331 -4.788672 -17.036598 0.091059 -1.943390 15.086565 -2.339297
20.662571 -2.010922 -8.006689 -18.252709 0.002135 -3.056094 15.503182 -0.810060
20.687472 -0.671689 -5.782720 -16.773137 1.510265 -1.015790 15.455723 0.489322
20.430441 0.594184 -4.154118 -20.006505 0.805561 -0.119170 16.803685 -1.865467
19.212224 0.901391 -1.907606 -20.382251 1.626651 -0.267402 16.615677 0.781030
20.116926 1.433943 -3.462558 -19.252949 0.929389 -0.271123 16.360968 1.695271
19.786777 1.164487 -2.217408 -19.947710 2.246204 2.759693 18.041261 1.121936
20.055894 1.661507 -1.831919 -20.628809 3.839888 2.478108 17.185075 2.491547
16.948383 3.697019 -0.503281 -20.298315 4.193233 2.506134 16.744371 2.346028
19.703694 3.889998 0.430261 -20.165974 3.615630 3.591462 19.414703 3.279847
19.072238 2.542553 0.133510 -20.055345 4.848482 3.946483 17.927928 3.530131
17.613276 3.358115 2.730506 -21.498017 5.540381 5.392956 19.313888 2.756207
15.073346 4.355181 0.800262 -21.172475 3.535588 5.138775 19.574632 6.746064
17.320779 4.402923 2.823359 -18.955365 4.641159 5.182426 20.651391 7.865188
18.228173 5.226769 2.283243 -21.705799 5.713528 4.414097 19.549250 4.529268
14.414688 5.653518 2.364081 -20.703573 5.544875 4.417503 21.593070 5.986322
17.169277 4.421735 4.070059 -22.411277 5.841564 4.368924 19.552300 5.703377
16.252781 4.411794 4.358983 -21.938223 4.072851 5.646127 21.076720 4.220331
15.020759 5.565311 4.928819 -22.184494 5.615625 4.320119 22.158243 5.987151
15.055364 4.589691 7.316261 -21.576614 5.830224 3.499089 22.011216 5.679006
12.765919 2.762340 5.894929 -21.259556 3.209916 3.006359 22.033249 5.030533
14.077115 2.780508 8.602794 -23.337988 3.388231 4.256573 23.262902 2.191266
12.021932 3.835424 9.276437 -21.802285 3.234522 0.319741 23.194117 2.670624
12.657969 2.768422 9.965006 -21.135480 2.776011 1.444419 21.470522 3.127269
13.100738 1.294260 9.948575 -21.838336 -0.396181 2.715502 22.669144 2.754024
9.496705 4.741367 9.694756 -22.357751 0.558390 0.728970 21.680609 1.563153
9.226787 3.288668 9.052263 -21.581304 0.384389 -1.483071 22.299973 0.809283
9.112055 -0.130242 11.790454 -22.165705 -0.306868 -2.291816 22.614855 0.910278
9.604623 0.710284 12.225137 -23.159087 -2.130605 -1.388327 22.716263 0.100336
8.050598 -0.689506 12.873783 -21.902029 -2.488939 -2.466424 22.698486 -2.025164
6.966162 -1.058396 13.745826 -18.767050 -1.353039 -1.266420 22.924484 -2.028851
4.556983 -2.577217 14.963100 -20.726671 -2.946901 -3.227924 22.771942 -3.784280
6.247656 -1.826617 15.149351 -20.769813 -5.005913 -4.832677 21.395520 -2.850105
4.442867 -4.065425 15.132882 -19.274987 -5.902110 -6.280384 21.931394 -4.031397
6.255045 -3.915644 14.337961 -18.157915 -4.689245 -6.945176 21.888837 -3.778973
4.810827 -2.897551 15.508465 -18.749498 -6.088415 -5.070959 23.266048 -4.907079
2.911043 -5.700401 17.965416 -18.503097 -6.485072 -5.140387 22.516887 -4.476955
2.955351 -4.969839 16.824591 -18.176495 -4.638433 -5.106959 21.758044 -4.879656
3.477970 -7.004820 16.997153 -17.543555 -5.829976 -5.785430 20.669151 -5.355576
4.232846 -5.967313 16.811677 -16.640940 -4.952890 -4.314171 20.163099 -4.646550
1.090426 -4.411448 16.065043 -16.470060 -4.529428 -4.682219 22.217033 -5.097174
-1.288377 -5.373689 18.765824 -15.544730 -4.658997 -3.184797 21.446305 -4.987168
-0.730008 -5.394474 18.119825 -15.158715 -5.367376 -2.876918 21.330926 -4.309825
-2.546636 -5.038818 18.865794 -14.346531 -2.716406 -1.773282 22.134159 -4.152806
-1.916100 -4.318746 19.192448 -16.215397 -4.883701 -4.031204 18.381123 -3.149041
-2.754221 -5.016184 19.790326 -14.814253 -4.427097 -1.336097 19.606254 -2.643452
-1.961784 -3.515477 21.353175 -13.806438 -3.914399 -0.222918 18.054697 -2.178415
-5.181933 -3.149797 19.919270 -14.665779 -1.949419 -0.158152 19.986904 -2.769142
-5.204010 -2.243433 19.787638 -11.620015 -0.195490 -0.287009 19.467110 -2.906081
-5.025839 -0.655330 21.686826 -12.140282 -0.315801 -0.898687 17.315533 -1.365220
-7.277911 -0.292320 22.663835 -9.870957 -2.095582 2.695351 18.303131 -0.337818
-7.017773 0.206027 21.763851 -9.353978 0.097718 3.433706 16.764230 1.010456
-7.622099 0.889722 22.448246 -10.672958 1.532845 3.251975 16.010654 0.485731
-6.853701 1.333358 21.732601 -10.582428 2.811655 5.708617 14.470717 1.381297
-8.747749 1.351039 22.090155 -11.397198 3.498169 4.187449 15.964785 2.447552
-11.468487 3.586835 21.988347 -8.105738 3.558489 4.760746 15.044886 3.895224
-8.821668 2.477172 23.539726 -6.728488 4.400732 4.541902 15.133740 4.187176
-10.881930 3.899007 22.620245 -6.600914 2.951659 6.383158 13.674294 3.739050
-9.690582 4.704435 21.976530 -5.653007 4.440013 4.885980 13.230493 5.475510
-12.954232 3.948540 23.561860 -5.921967 2.541477 5.124162 12.246202 4.514919
-13.197238 4.271897 20.258307 -5.436554 5.622037 7.137261 13.499413 3.283805
-12.937432 5.217666 21.481533 -3.991465 4.685186 5.180589 10.481829 4.673370
-15.241193 6.554428 22.818574 -4.647985 5.721742 6.288284 10.969038 4.964152
-13.362424 4.808775 22.891462 -4.016720 5.222645 5.246708 8.969882 4.800851
-15.601309 5.591485 24.305718 -3.322676 4.897687 4.872685 9.434502 2.900532
-15.781912 5.372314 22.910900 -1.885629 5.400595 5.320185 7.986329 4.621900
-16.230081 6.156798 22.691524 -1.317336 6.203684 3.583436 8.863445 5.481969
-17.747299 5.177926 23.080403 0.525425 3.715942 2.444539 6.525586 4.187140
-17.112302 4.489747 21.202037 2.980082 4.882639 2.639876 6.322040 5.316988
-18.727868 2.931706 21.999458 1.128407 2.061090 -0.249279 7.301794 2.147041
-16.632030 5.644690 21.228264 1.531356 2.927196 1.072089 5.839051 2.604803
-20.129472 1.916975 20.822546 4.894787 2.989854 -0.676478 3.988943 2.354987
-19.009962 0.806186 19.380318 2.606695 1.161242 -1.274848 3.757066 1.431529
-18.051365 0.224935 21.379538 4.577176 2.390172 -2.377484 3.896090 0.907658
-17.595396 0.713458 19.041433 7.077895 1.267569 -3.006406 1.226547 -0.714439
-18.844743 0.437300 21.857284 4.496369 0.235613 -4.650609 2.455778 -0.967377
-20.483083 -0.865134 21.597295 5.494016 -0.119170 -3.887764 0.598799 -2.884467
-21.425942 -1.234975 19.850295 8.206981 -2.015197 -2.499521 2.292140 -4.879949
-19.947541 -2.299170 20.664119 7.964326 -2.357500 -6.286883 -0.147062 -1.957875
-21.987682 -0.932499 19.973901 10.620161 -2.590502 -6.009924 -0.544243 -2.015385
-22.233405 -2.702858 16.889974 9.842229 -4.355125 -6.858914 -0.804987 -4.692065
-20.666882 -3.767036 18.157198 9.963076 -4.348758 -4.989556 -2.073270 -3.893837
-21.878342 -4.765141 18.305629 9.788333 -3.570898 -4.403547 -2.348154 -5.319800
-20.317944 -4.055721 18.801082 12.451556 -5.098328 -5.139817 -2.676870 -5.421802
-21.293051 -4.685146 17.753940 11.888522 -5.415678 -4.572970 -3.727053 -5.787053
-23.509059 -5.783128 17.988498 14.773755 -4.712378 -5.020007 -4.013717 -4.630407
-20.708335 -3.992707 16.761500 12.046491 -6.040750 -5.760455 -4.331583 -4.970373
-22.666137 -4.626460 17.956081 11.826653 -4.042049 -1.934885 -6.231182 -4.636708
-22.316609 -5.716478 17.742727 14.618398 -5.925810 -0.501801 -7.528828 -4.011265
-22.321795 -4.806859 15.469004 13.332525 -7.930793 -3.131661 -5.126908 -4.562384
-22.789485 -4.825865 14.286040 13.739957 -5.073690 -1.422901 -9.020784 -5.203889
-21.984927 -6.352205 14.289805 15.102639 -3.303070 -0.037106 -8.194247 -3.392035
-20.040117 -4.644063 13.929951 14.866006 -2.407512 1.124279 -8.878352 -4.702891
-23.140208 -2.827653 12.211784 17.615663 -4.666064 2.568535 -7.852108 -3.415318
-22.329516 -3.959421 14.343950 17.246656 -2.643349 2.000130 -9.739661 -1.140498
-21.576159 -3.435104 12.534089 17.337951 -2.415342 3.003000 -9.390646 -1.998554
-22.456849 -2.324176 12.188287 18.689041 -2.430941 0.944861 -10.647611 -1.086525
-20.702096 -2.062261 11.565526 17.691430 -1.314181 2.491854 -10.182754 -0.226653
-21.474275 -0.144445 10.355808 18.026954 -1.247582 2.888197 -11.902312 -0.019667
-20.817252 -1.056466 11.168553 19.741659 -0.966630 5.352283 -12.882488 -0.703383
-21.973676 1.466069 9.042310 18.222327 0.908012 6.157390 -13.371746 2.599003
-20.558404 1.272192 8.516213 18.306993 1.203081 4.098065 -13.928237 3.153854
-21.752547 1.643304 9.811110 20.247952 2.302579 6.364883 -13.448154 2.093048
-19.222865 1.615540 6.744279 20.085540 1.202551 5.818968 -14.193399 4.492780
-20.122049 3.627903 6.495177 20.483823 1.261355 5.998625 -15.038961 4.837727
-20.260171 5.544318 5.771946 22.774506 4.373434 5.245373 -16.909194 6.496646
-21.595416 4.642871 4.919131 21.668893 5.756167 4.699959 -16.616218 3.180634
-20.568789 4.775173 5.105563 21.633185 3.753326 3.350542 -16.052321 6.675114
-20.093984 6.828127 3.839608 20.983540 6.598035 3.922339 -18.245604 5.207859
-20.465789 5.293277 4.751693 20.551485 2.496038 4.098389 -19.638579 5.259941
-19.301143 4.152834 3.173293 22.831671 6.349851 3.261038 -17.448786 6.463784
-17.857332 6.305942 1.068751 20.123388 6.673356 0.611484 -20.140691 5.805587
-16.081368 4.058685 0.189969 22.194934 6.465082 1.230540 -17.981557 3.870084
-16.824023 4.997599 0.878428 21.924527 4.751503 -0.549832 -20.094620 2.786700
-16.143616 4.857553 -0.245504 19.705276 5.789280 -0.167257 -20.216373 4.017080
-14.996488 6.683820 -0.743935 21.858044 5.916316 -1.360554 -21.071859 2.619661
-15.852509 4.336417 -0.832768 20.461259 5.178289 -0.072571 -18.587981 0.975780
-18.087297 5.154471 -3.517319 22.020125 4.334621 -1.827034 -21.673273 0.706428
-15.348461 4.051179 -4.188095 20.681663 2.526738 -2.168971 -20.581664 0.432348
-13.493236 1.385826 -2.717209 21.441626 5.571147 -2.248541 -21.291398 0.870392
-12.293789 0.233197 -5.781995 20.894989 1.228125 -3.382053 -22.745899 0.311172
-14.270565 0.200787 -4.067355 21.819519 1.491686 -3.844545 -21.674162 0.234513
-14.977525 0.075017 -5.754396 17.602751 1.058001 -4.244331 -20.530848 -0.888191
-10.029117 -0.844391 -5.573330 22.396609 -1.658259 -4.746248 -20.850747 -2.992700
-11.699638 -0.173803 -6.452623 21.687083 -0.784616 -5.076966 -21.418925 -3.063569
-10.315900 -3.577532 -6.804477 20.692927 -1.791576 -5.195960 -23.102879 -5.187722
-9.029146 -0.721015 -9.398572 21.357768 -3.246666 -5.518163 -24.205279 -2.944139
-9.268828 -3.496893 -9.335387 18.749710 -1.783964 -4.596569 -22.784871 -4.758484
-8.671569 -3.645163 -8.358275 20.429799 -2.789661 -4.521251 -21.415636 -5.670988
-7.140877 -5.212182 -8.891099 20.451183 -5.088736 -4.481111 -20.992952 -5.265077
-8.128565 -5.345257 -9.571331 18.877098 -2.807078 -4.473446 -22.638704 -7.163406
-7.314317 -4.788194 -8.392467 20.146716 -2.885565 -4.425434 -22.327828 -5.603522
-7.391627 -5.311771 -10.725725 18.582512 -3.188750 -3.839226 -24.970297 -5.820848
-5.290458 -5.665921 -10.976936 18.687628 -4.491184 -2.749755 -22.422242 -5.729624
-3.385577 -5.473557 -11.681520 18.142754 -5.762355 -0.560453 -21.712815 -4.014193
-2.577988 -4.717169 -11.686749 16.994816 -6.655158 -1.624903 -21.702075 -4.346019
-4.188408 -5.254565 -15.344731 17.215864 -4.372131 -0.645265 -21.725510 -4.809012
-3.823964 -6.165646 -14.476893 14.465807 -5.906648 0.224135 -22.212326 -0.980969
-2.645761 -5.543263 -14.625036 16.203867 -5.284091 1.117798 -20.970182 -3.962201
-0.631328 -4.300301 -15.971763 13.241206 -4.208132 2.333795 -21.821325 -1.387290
-1.687954 -2.220505 -16.383723 14.372919 -4.146801 3.998798 -19.919097 -3.685820
0.841090 -3.506342 -16.961520 12.272892 -5.719128 2.522433 -20.717602 0.388349
-0.859121 -3.553143 -15.796541 15.245622 -5.132359 4.511343 -22.824600 -0.767295
1.435527 -0.410395 -15.873175 12.144405 -2.211482 3.803224 -20.336164 -1.760969
1.755484 -4.262872 -16.383341 11.281163 -2.444273 4.446960 -18.986468 0.710351
2.376610 -0.682157 -17.862788 11.678988 -2.667878 6.237639 -19.861672 0.488315
4.662159 0.800200 -19.960876 11.992922 -1.397595 5.762719 -18.684279 1.948646
4.043980 0.859637 -19.438467 9.993884 0.383981 6.090257 -17.810733 0.628472
4.505664 2.487197 -20.324496 12.111020 -0.097724 5.197006 -20.403042 4.960938
4.369609 1.504424 -19.779991 8.168481 0.440936 5.746635 -19.203516 2.833030
7.147436 2.202795 -20.081207 10.138009 3.480959 3.989338 -17.345448 6.074487
5.147553 3.667414 -19.611224 8.803009 3.941290 3.546915 -17.353026 4.051292
6.373143 3.790181 -19.916007 8.387013 3.093127 4.630708 -15.265432 6.879375
7.364269 2.441906 -21.401397 5.621084 3.775420 4.108908 -16.068158 4.286609
10.925521 5.066691 -20.662171 5.878239 3.268392 3.308434 -16.037601 2.359199
9.321900 4.498839 -18.662792 7.360739 3.863986 2.165613 -14.262583 5.545331
9.931147 5.689619 -20.199496 3.035067 4.124492 4.255405 -15.460214 4.744476
11.168081 6.773281 -21.035346 3.263974 2.667885 0.743082 -15.117427 3.890146
11.490397 5.129758 -22.478064 3.549951 5.610684 2.448899 -13.911392 5.034061
12.243152 6.130807 -22.964314 1.105186 4.967067 0.713977 -15.155541 3.322799
11.570143 4.727202 -20.830720 2.299605 3.956518 -1.268366 -11.455981 5.094112
13.446343 3.742377 -21.081953 1.389116 5.525449 -1.749126 -14.054733 2.789854
13.272956 4.974329 -22.578635 0.213801 6.019529 -2.473534 -11.240776 4.547433
15.293735 4.424279 -21.172637 1.422946 5.727148 -3.060416 -11.560697 2.281299
14.503382 3.478941 -23.215881 -0.543249 2.731647 -2.978158 -9.990539 1.349803
15.734465 2.647147 -20.830768 -3.708903 1.628884 -2.992985 -9.356274 1.275787
14.197558 2.879752 -23.642001 -1.380827 4.844819 -4.511319 -9.795237 -0.725484
14.502747 3.857885 -21.145458 -3.975986 1.130643 -3.698743 -9.040866 -0.481017
16.535616 2.077870 -22.549037 -5.187605 3.301507 -5.345395 -7.170993 -1.342465
17.027756 2.147541 -22.763282 -4.864565 2.711030 -6.995876 -7.568335 -4.381794
18.487604 -0.415251 -25.079129 -4.743724 1.280377 -3.815187 -6.589179 -0.833702
19.319936 -0.793477 -22.353759 -3.668637 0.759170 -4.590172 -6.600819 -2.607094
19.383131 -1.329430 -23.267400 -7.073618 1.127486 -5.050835 -6.572706 -3.802321
17.401032 -2.312068 -24.062802 -5.858722 -2.043487 -6.388045 -4.718414 -4.374323
19.503693 -0.155313 -20.440104 -8.428030 -2.539559 -3.042836 -7.063829 -4.807809
18.028428 -3.364862 -20.525003 -8.552486 -2.111500 -3.909074 -4.416440 -6.231161
19.061062 -4.333308 -22.552086 -9.852339 -3.218426 -3.530657 -2.996424 -5.667381
18.725063 -3.378382 -21.432949 -11.010219 -1.544082 -2.274953 -3.170957 -5.965830
20.333543 -4.485014 -21.979864 -10.785640 -4.583280 -1.790127 -3.002641 -5.107792
18.913156 -5.833364 -19.833385 -11.449341 -3.379321 -1.845593 -1.111708 -4.866528
21.792159 -6.597467 -21.540579 -12.291322 -4.764080 -0.667012 -1.012042 -4.238396
22.918143 -5.676164 -20.614657 -12.353719 -3.841195 0.416413 0.887300 -2.645914
23.277683 -5.166436 -20.209585 -12.857567 -5.482931 -1.117374 1.072479 -3.880270
21.092559 -7.567562 -20.520013 -15.412030 -4.749833 2.492300 3.453300 -4.635395
21.475752 -5.450810 -19.083293 -11.904962 -5.760269 3.093618 2.561490 -2.001371
22.613345 -2.986448 -17.794476 -15.749756 -5.723417 4.977653 3.453855 -3.399627
21.890872 -4.160616 -17.839633 -16.169705 -5.882548 2.433271 3.993707 -1.385847
22.431374 -3.086071 -18.603094 -17.897974 -6.353403 3.741862 4.851654 -0.434986
21.674463 -3.183691 -17.691172 -15.772552 -4.620584 4.283199 4.031954 -2.411309
23.584788 -4.274952 -16.868096 -14.156869 -5.972519 4.365130 7.096293 -2.299182
